33148,_messagetime,api,duration,ip,z,zz,zzz,zzzz,_raw
1.68122E+12,11/04/2023 20:07:11.231 +0530,change-resolution,312,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:37:11.231"," INFO index.js [line:486,test_id:TES1010430491681223384571529","{\""time\""","""}","{""log"":""[2023-04-11T14:37:11.231] INFO index.js [line:486,test_id:TES1010430491681223384571529] change-resolution response-time - {\""time\"":312,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 20:06:44.542 +0530,update-display-scale,52,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:36:20.282"," INFO index.js [line:1060,test_id:TES1010430491681223384571529","{\""time\""","""}","{""log"":""[2023-04-11T14:36:20.282] INFO index.js [line:1060,test_id:TES1010430491681223384571529] update-display-scale response-time - {\""time\"":52,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 20:05:33.914 +0530,system-action,50,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:35:33.914"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T14:35:33.914] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":50,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 20:02:28.020 +0530,paste-data,2,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:32:28.020"," INFO index.js [line:1591,test_id:TES1010430491681223384571529","{\""time\""","""}","{""log"":""[2023-04-11T14:32:28.020] INFO index.js [line:1591,test_id:TES1010430491681223384571529] paste-data response-time - {\""time\"":2,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 20:02:28.018 +0530,update-proxy,11,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:32:28.018"," INFO index.js [line:1558,test_id:TES1010430491681223384571529","{\""time\""","""}","{""log"":""[2023-04-11T14:32:28.018] INFO index.js [line:1558,test_id:TES1010430491681223384571529] update-proxy response-time - {\""time\"":11,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 19:59:45.289 +0530,request-browser-launch,189,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:29:45.289"," INFO test.js [line:4729,test_id:TES1010430491681223384571529,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T14:29:45.289] INFO test.js [line:4729,test_id:TES1010430491681223384571529,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":189,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 19:57:07.684 +0530,clean-browser,11,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:27:07.684"," INFO index.js [line:124,test_id:TES1010430491681222282623778","{\""time\""","""}","{""log"":""[2023-04-11T14:27:07.684] INFO index.js [line:124,test_id:TES1010430491681222282623778] clean-browser response-time - {\""time\"":11,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 19:51:20.301 +0530,change-resolution,359,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:21:20.301"," INFO index.js [line:486,test_id:TES1010430491681222282623778","{\""time\""","""}","{""log"":""[2023-04-11T14:21:20.301] INFO index.js [line:486,test_id:TES1010430491681222282623778] change-resolution response-time - {\""time\"":359,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 19:48:07.623 +0530,update-display-scale,69,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:18:07.623"," INFO index.js [line:1060,test_id:TES1010430491681222282623778","{\""time\""","""}","{""log"":""[2023-04-11T14:18:07.623] INFO index.js [line:1060,test_id:TES1010430491681222282623778] update-display-scale response-time - {\""time\"":69,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 19:47:20.506 +0530,system-action,36,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:17:20.506"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T14:17:20.506] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":36,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 19:44:08.467 +0530,paste-data,0,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:14:08.467"," INFO index.js [line:1591,test_id:TES1010430491681222282623778","{\""time\""","\nTue Apr 11 2023 14:14:08 GMT+0000 (UTC) :: index.js(39) :: expired key => TES1010430491681218844912899-browserprofile""}","{""log"":""[2023-04-11T14:14:08.467] INFO index.js [line:1591,test_id:TES1010430491681222282623778] paste-data response-time - {\""time\"":0,\""ip\"":\""10.130.186.102\""}\nTue Apr 11 2023 14:14:08 GMT+0000 (UTC) :: index.js(39) :: expired key => TES1010430491681218844912899-browserprofile""}"
1.68122E+12,11/04/2023 19:44:08.467 +0530,update-proxy,16,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:14:08.467"," INFO index.js [line:1558,test_id:TES1010430491681222282623778","{\""time\""","""}","{""log"":""[2023-04-11T14:14:08.467] INFO index.js [line:1558,test_id:TES1010430491681222282623778] update-proxy response-time - {\""time\"":16,\""ip\"":\""10.130.186.102\""}""}"
1.68122E+12,11/04/2023 19:41:23.479 +0530,request-browser-launch,337,"\""ip\"":\""10.130.186.102\""","{""log"":""[2023-04-11T14:11:23.479"," INFO test.js [line:4729,test_id:TES1010430491681222282623778,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T14:11:23.479] INFO test.js [line:4729,test_id:TES1010430491681222282623778,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":337,\""ip\"":\""10.130.186.102\""}""}"
