"_messagetimems","_messagetime","api","duration","ip","z","zz","zzz","zzzz","_raw","cluster","_collector","container","deployment","host","_view","log","namespace","node","pod","service","_size","_source","_sourcecategory","_sourcehost","_sourcename"
"1681222666628","11/04/2023 19:47:46.628 +0530","clean-browser","15","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:17:46.628"," INFO index.js [line:124,test_id:TES1010430491681221927289607","{\""time\""","""}","{""log"":""[2023-04-11T14:17:46.628] INFO index.js [line:124,test_id:TES1010430491681221927289607] clean-browser response-time - {\""time\"":15,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:17:46.628] INFO index.js [line:124,test_id:TES1010430491681221927289607] clean-browser response-time - {""time"":15,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681222369805","11/04/2023 19:42:49.805 +0530","change-resolution","298","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:12:49.805"," INFO index.js [line:486,test_id:TES1010430491681221927289607","{\""time\""","""}","{""log"":""[2023-04-11T14:12:49.805] INFO index.js [line:486,test_id:TES1010430491681221927289607] change-resolution response-time - {\""time\"":298,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:12:49.805] INFO index.js [line:486,test_id:TES1010430491681221927289607] change-resolution response-time - {""time"":298,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681222320767","11/04/2023 19:42:00.767 +0530","update-display-scale","79","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:12:00.767"," INFO index.js [line:1060,test_id:TES1010430491681221927289607","{\""time\""","""}","{""log"":""[2023-04-11T14:12:00.767] INFO index.js [line:1060,test_id:TES1010430491681221927289607] update-display-scale response-time - {\""time\"":79,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:12:00.767] INFO index.js [line:1060,test_id:TES1010430491681221927289607] update-display-scale response-time - {""time"":79,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681222275098","11/04/2023 19:41:15.098 +0530","system-action","41","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:11:15.098"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T14:11:15.098] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":41,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:11:15.098] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":41,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681222089537","11/04/2023 19:38:09.537 +0530","paste-data","1","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:08:09.537"," INFO index.js [line:1591,test_id:TES1010430491681221927289607","{\""time\""","\nTue Apr 11 2023 14:08:09 GMT+0000 (UTC) :: local-client.js(173) :: redis test data => {\""type\"":\""success\"",\""message\"":\""test-alive\"",\""ip\"":\""10.130.162.234\"",\""os\"":\""windows\"",\""os_version_id\"":\""OSV100021498719908607\"",\""org_id\"":\""161279\""}""}","{""log"":""[2023-04-11T14:08:09.537] INFO index.js [line:1591,test_id:TES1010430491681221927289607] paste-data response-time - {\""time\"":1,\""ip\"":\""10.130.162.234\""}\nTue Apr 11 2023 14:08:09 GMT+0000 (UTC) :: local-client.js(173) :: redis test data => {\""type\"":\""success\"",\""message\"":\""test-alive\"",\""ip\"":\""10.130.162.234\"",\""os\"":\""windows\"",\""os_version_id\"":\""OSV100021498719908607\"",\""org_id\"":\""161279\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:08:09.537] INFO index.js [line:1591,test_id:TES1010430491681221927289607] paste-data response-time - {""time"":1,""ip"":""10.130.162.234""}
Tue Apr 11 2023 14:08:09 GMT+0000 (UTC) :: local-client.js(173) :: redis test data => {""type"":""success"",""message"":""test-alive"",""ip"":""10.130.162.234"",""os"":""windows"",""os_version_id"":""OSV100021498719908607"",""org_id"":""161279""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","412","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681222089536","11/04/2023 19:38:09.536 +0530","update-proxy","13","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:08:09.536"," INFO index.js [line:1558,test_id:TES1010430491681221927289607","{\""time\""","""}","{""log"":""[2023-04-11T14:08:09.536] INFO index.js [line:1558,test_id:TES1010430491681221927289607] update-proxy response-time - {\""time\"":13,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:08:09.536] INFO index.js [line:1558,test_id:TES1010430491681221927289607] update-proxy response-time - {""time"":13,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221928018","11/04/2023 19:35:28.018 +0530","request-browser-launch","156","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:05:28.018"," INFO test.js [line:4729,test_id:TES1010430491681221927289607,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T14:05:28.018] INFO test.js [line:4729,test_id:TES1010430491681221927289607,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":156,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:05:28.018] INFO test.js [line:4729,test_id:TES1010430491681221927289607,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":156,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221841267","11/04/2023 19:34:01.267 +0530","clean-browser","1030","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T14:04:01.267"," INFO index.js [line:124,test_id:TES1010430491681221080254405","{\""time\""","""}","{""log"":""[2023-04-11T14:04:01.267] INFO index.js [line:124,test_id:TES1010430491681221080254405] clean-browser response-time - {\""time\"":1030,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T14:04:01.267] INFO index.js [line:124,test_id:TES1010430491681221080254405] clean-browser response-time - {""time"":1030,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","169","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221520828","11/04/2023 19:28:40.828 +0530","change-resolution","301","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:58:40.828"," INFO index.js [line:486,test_id:TES1010430491681221080254405","{\""time\""","""}","{""log"":""[2023-04-11T13:58:40.828] INFO index.js [line:486,test_id:TES1010430491681221080254405] change-resolution response-time - {\""time\"":301,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:58:40.828] INFO index.js [line:486,test_id:TES1010430491681221080254405] change-resolution response-time - {""time"":301,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221471359","11/04/2023 19:27:51.359 +0530","update-display-scale","66","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:57:51.359"," INFO index.js [line:1060,test_id:TES1010430491681221080254405","{\""time\""","""}","{""log"":""[2023-04-11T13:57:51.359] INFO index.js [line:1060,test_id:TES1010430491681221080254405] update-display-scale response-time - {\""time\"":66,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:57:51.359] INFO index.js [line:1060,test_id:TES1010430491681221080254405] update-display-scale response-time - {""time"":66,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221425519","11/04/2023 19:27:05.519 +0530","system-action","43","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:57:05.519"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T13:57:05.519] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":43,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:57:05.519] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":43,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221241900","11/04/2023 19:24:01.900 +0530","paste-data","1","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:54:01.900"," INFO index.js [line:1591,test_id:TES1010430491681221080254405","{\""time\""","""}","{""log"":""[2023-04-11T13:54:01.900] INFO index.js [line:1591,test_id:TES1010430491681221080254405] paste-data response-time - {\""time\"":1,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:54:01.900] INFO index.js [line:1591,test_id:TES1010430491681221080254405] paste-data response-time - {""time"":1,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","164","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221241899","11/04/2023 19:24:01.899 +0530","update-proxy","19","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:54:01.899"," INFO index.js [line:1558,test_id:TES1010430491681221080254405","{\""time\""","""}","{""log"":""[2023-04-11T13:54:01.899] INFO index.js [line:1558,test_id:TES1010430491681221080254405] update-proxy response-time - {\""time\"":19,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:54:01.899] INFO index.js [line:1558,test_id:TES1010430491681221080254405] update-proxy response-time - {""time"":19,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681221081055","11/04/2023 19:21:21.055 +0530","request-browser-launch","193","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:51:21.055"," INFO test.js [line:4729,test_id:TES1010430491681221080254405,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T13:51:21.055] INFO test.js [line:4729,test_id:TES1010430491681221080254405,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":193,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:51:21.055] INFO test.js [line:4729,test_id:TES1010430491681221080254405,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":193,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220970676","11/04/2023 19:19:30.676 +0530","clean-browser","27","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:49:30.676"," INFO index.js [line:124,test_id:TES1010430491681220199905100","{\""time\""","""}","{""log"":""[2023-04-11T13:49:30.676] INFO index.js [line:124,test_id:TES1010430491681220199905100] clean-browser response-time - {\""time\"":27,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:49:30.676] INFO index.js [line:124,test_id:TES1010430491681220199905100] clean-browser response-time - {""time"":27,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220652681","11/04/2023 19:14:12.681 +0530","change-resolution","257","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:44:12.681"," INFO index.js [line:486,test_id:TES1010430491681220199905100","{\""time\""","""}","{""log"":""[2023-04-11T13:44:12.681] INFO index.js [line:486,test_id:TES1010430491681220199905100] change-resolution response-time - {\""time\"":257,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:44:12.681] INFO index.js [line:486,test_id:TES1010430491681220199905100] change-resolution response-time - {""time"":257,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220603335","11/04/2023 19:13:23.335 +0530","update-display-scale","58","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:43:23.335"," INFO index.js [line:1060,test_id:TES1010430491681220199905100","{\""time\""","""}","{""log"":""[2023-04-11T13:43:23.335] INFO index.js [line:1060,test_id:TES1010430491681220199905100] update-display-scale response-time - {\""time\"":58,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:43:23.335] INFO index.js [line:1060,test_id:TES1010430491681220199905100] update-display-scale response-time - {""time"":58,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220557000","11/04/2023 19:12:37.000 +0530","system-action","41","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:42:37.419"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T13:42:37.419] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":41,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:42:37.419] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":41,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220365082","11/04/2023 19:09:25.082 +0530","paste-data","0","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:39:25.082"," INFO index.js [line:1591,test_id:TES1010430491681220199905100","{\""time\""","""}","{""log"":""[2023-04-11T13:39:25.082] INFO index.js [line:1591,test_id:TES1010430491681220199905100] paste-data response-time - {\""time\"":0,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:39:25.082] INFO index.js [line:1591,test_id:TES1010430491681220199905100] paste-data response-time - {""time"":0,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","164","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220365081","11/04/2023 19:09:25.081 +0530","update-proxy","20","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:39:25.081"," INFO index.js [line:1558,test_id:TES1010430491681220199905100","{\""time\""","""}","{""log"":""[2023-04-11T13:39:25.081] INFO index.js [line:1558,test_id:TES1010430491681220199905100] update-proxy response-time - {\""time\"":20,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:39:25.081] INFO index.js [line:1558,test_id:TES1010430491681220199905100] update-proxy response-time - {""time"":20,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220200647","11/04/2023 19:06:40.647 +0530","request-browser-launch","164","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:36:40.647"," INFO test.js [line:4729,test_id:TES1010430491681220199905100,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T13:36:40.647] INFO test.js [line:4729,test_id:TES1010430491681220199905100,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":164,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:36:40.647] INFO test.js [line:4729,test_id:TES1010430491681220199905100,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":164,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681220112309","11/04/2023 19:05:12.309 +0530","clean-browser","21","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:35:12.309"," INFO index.js [line:124,test_id:TES1010430491681219374232738","{\""time\""","""}","{""log"":""[2023-04-11T13:35:12.309] INFO index.js [line:124,test_id:TES1010430491681219374232738] clean-browser response-time - {\""time\"":21,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:35:12.309] INFO index.js [line:124,test_id:TES1010430491681219374232738] clean-browser response-time - {""time"":21,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681219815137","11/04/2023 19:00:15.137 +0530","change-resolution","309","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:30:15.137"," INFO index.js [line:486,test_id:TES1010430491681219374232738","{\""time\""","""}","{""log"":""[2023-04-11T13:30:15.137] INFO index.js [line:486,test_id:TES1010430491681219374232738] change-resolution response-time - {\""time\"":309,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:30:15.137] INFO index.js [line:486,test_id:TES1010430491681219374232738] change-resolution response-time - {""time"":309,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681219765000","11/04/2023 18:59:25.000 +0530","update-display-scale","75","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:29:25.690"," INFO index.js [line:1060,test_id:TES1010430491681219374232738","{\""time\""","""}","{""log"":""[2023-04-11T13:29:25.690] INFO index.js [line:1060,test_id:TES1010430491681219374232738] update-display-scale response-time - {\""time\"":75,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:29:25.690] INFO index.js [line:1060,test_id:TES1010430491681219374232738] update-display-scale response-time - {""time"":75,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681219719906","11/04/2023 18:58:39.906 +0530","system-action","34","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:28:39.906"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T13:28:39.906] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":34,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:28:39.906] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":34,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681219536505","11/04/2023 18:55:36.505 +0530","paste-data","1","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:25:36.505"," INFO index.js [line:1591,test_id:TES1010430491681219374232738","{\""time\""","""}","{""log"":""[2023-04-11T13:25:36.505] INFO index.js [line:1591,test_id:TES1010430491681219374232738] paste-data response-time - {\""time\"":1,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:25:36.505] INFO index.js [line:1591,test_id:TES1010430491681219374232738] paste-data response-time - {""time"":1,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","164","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681219536504","11/04/2023 18:55:36.504 +0530","update-proxy","103","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:25:36.504"," INFO index.js [line:1558,test_id:TES1010430491681219374232738","{\""time\""","""}","{""log"":""[2023-04-11T13:25:36.504] INFO index.js [line:1558,test_id:TES1010430491681219374232738] update-proxy response-time - {\""time\"":103,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:25:36.504] INFO index.js [line:1558,test_id:TES1010430491681219374232738] update-proxy response-time - {""time"":103,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","168","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681219374970","11/04/2023 18:52:54.970 +0530","request-browser-launch","167","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:22:54.970"," INFO test.js [line:4729,test_id:TES1010430491681219374232738,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T13:22:54.970] INFO test.js [line:4729,test_id:TES1010430491681219374232738,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":167,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:22:54.970] INFO test.js [line:4729,test_id:TES1010430491681219374232738,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":167,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681219287821","11/04/2023 18:51:27.821 +0530","clean-browser","21","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:21:27.821"," INFO index.js [line:124,test_id:TES1010430491681218537362881","{\""time\""","""}","{""log"":""[2023-04-11T13:21:27.821] INFO index.js [line:124,test_id:TES1010430491681218537362881] clean-browser response-time - {\""time\"":21,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:21:27.821] INFO index.js [line:124,test_id:TES1010430491681218537362881] clean-browser response-time - {""time"":21,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681218988000","11/04/2023 18:46:28.000 +0530","change-resolution","367","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T13:16:28.717"," INFO index.js [line:486,test_id:TES1010430491681218537362881","{\""time\""","""}","{""log"":""[2023-04-11T13:16:28.717] INFO index.js [line:486,test_id:TES1010430491681218537362881] change-resolution response-time - {\""time\"":367,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T13:16:28.717] INFO index.js [line:486,test_id:TES1010430491681218537362881] change-resolution response-time - {""time"":367,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
